Age,Gender,Income (AED),Employment Status,Location in Dubai,Skincare Purchase Frequency,Average Monthly Spend (AED),Skincare Products Used,Purchase Influencers,Skin Concerns,Follow Influencer Recommendations,Trusted Influencer Tier,Preferred Platform,Persuasive Ad Format,Browse Time,Purchased After Influencer Promotion,Max Willingness to Spend (AED),Willingness to Try New Brand,Purchase Discouragement Factors,Number of Skincare Influencers Followed,Interest in Curated Skincare Box,Willing to Pay Premium,One Platform for Shopping Inspiration,Influencer Marketing Trust Score (1–5),Favorite Influencer or Brand
30,Female,"5,000–10,000",Homemaker,Jumeirah,Weekly,144,"Cleansers, Moisturizers, Face Masks, Serums","Packaging, Product Reviews, Brand",Oily Skin,Rarely,None,Facebook,Static Image Post,Evening,No,100,Neutral,"Not Suitable for My Skin, No Visible Results, Lack of Trust",None,Maybe,Yes,Instagram,4,Carl Beauty
35,Male,"Below 5,000",Working Professional,Dubai Marina,Monthly,118,"Face Masks, Sunscreens, Cleansers","Product Reviews, Packaging, Friends & Family","Dryness, Dark Spots, Oily Skin, Uneven Tone",Always,Macro,YouTube,Story,Late Night,Yes,134,Neutral,"Price Too High, Too Many Promotions, No Visible Results",None,Maybe,No,Instagram,3,Brandi Beauty
27,Female,"20,000–35,000",Working Professional,Jumeirah,Quarterly,85,"Serums, Cleansers, Face Masks, Moisturizers","Brand, Dermatologist Recommendations","Wrinkles, Acne",Sometimes,None,Instagram,Static Image Post,Late Night,No,262,Very Unlikely,"Too Many Promotions, Not Suitable for My Skin, Lack of Trust",1–5,Maybe,No,TikTok,5,James Beauty
32,Male,"5,000–10,000",Student,Deira,Monthly,86,"Sunscreens, Serums, Moisturizers, Anti-aging Products","Price, Brand","Dryness, Oily Skin, Wrinkles, Uneven Tone",Sometimes,Mega,TikTok,Short Reels,Afternoon,Yes,145,Neutral,No Visible Results,11–20,Maybe,Depends on brand & value,Instagram,1,Angel Beauty
28,Non-binary,"20,000–35,000",Business Owner,Jumeirah,Monthly,149,"Anti-aging Products, Face Masks, Moisturizers","Brand, Dermatologist Recommendations, Price","Dark Spots, Acne, Dryness",Sometimes,Macro,Facebook,Static Image Post,Afternoon,No,112,Likely,"Price Too High, Too Many Promotions, Lack of Trust",11–20,No,Yes,Instagram,3,Bryan Beauty
30,Female,"20,000–35,000",Working Professional,Dubai Marina,Monthly,512,"Moisturizers, Serums","Social Media Influencers, Friends & Family",Dark Spots,Never,Micro,Instagram,Short Reels,Evening,Yes,153,Neutral,No Visible Results,11–20,No,Depends on brand & value,YouTube,4,Dakota Beauty
34,Prefer not to say,"20,000–35,000",Working Professional,Bur Dubai,Monthly,147,"Face Masks, Serums, Cleansers","Brand, Packaging, Social Media Influencers","Oily Skin, Uneven Tone, Dryness",Often,Mega,Instagram,Short Reels,Evening,No,137,Very Likely,"No Visible Results, Too Many Promotions, Lack of Trust",1–5,No,Depends on brand & value,Instagram,3,Shelley Beauty
23,Female,"Below 5,000",Working Professional,Bur Dubai,Weekly,123,"Face Masks, Sunscreens, Serums","Packaging, Price","Oily Skin, Uneven Tone",Often,Macro,Instagram,Full-Length Video,Evening,No,321,Unlikely,Too Many Promotions,6–10,Yes,Yes,TikTok,4,Kim Beauty
46,Female,"5,000–10,000",Student,Deira,Quarterly,168,"Anti-aging Products, Serums, Moisturizers, Cleansers","Packaging, Social Media Influencers, Product Reviews","Uneven Tone, Oily Skin",Often,Celebrity,Instagram,Full-Length Video,Afternoon,No,145,Neutral,"Too Many Promotions, Not Suitable for My Skin",1–5,Maybe,No,TikTok,1,Christopher Beauty
21,Male,"20,000–35,000",Unemployed,Other,Weekly,106,"Moisturizers, Sunscreens","Friends & Family, Dermatologist Recommendations","Dryness, Oily Skin, Wrinkles",Sometimes,None,Facebook,Static Image Post,Morning,No,286,Likely,"Not Suitable for My Skin, No Visible Results, Price Too High",6–10,Maybe,No,YouTube,2,Joseph Beauty
20,Female,"5,000–10,000",Working Professional,Downtown,Monthly,55,"Anti-aging Products, Serums, Cleansers","Packaging, Dermatologist Recommendations",Dryness,Never,None,Snapchat,Story,Evening,Yes,366,Likely,"No Visible Results, Price Too High, Lack of Trust",11–20,Yes,Yes,TikTok,2,Jennifer Beauty
39,Male,"10,000–20,000",Working Professional,Dubai Marina,Quarterly,124,"Anti-aging Products, Sunscreens, Serums, Cleansers","Price, Social Media Influencers, Friends & Family",Dark Spots,Rarely,Celebrity,YouTube,Story,Evening,No,168,Very Likely,"Not Suitable for My Skin, No Visible Results",11–20,Yes,Yes,TikTok,3,Amber Beauty
36,Non-binary,"5,000–10,000",Business Owner,Dubai Marina,Monthly,334,"Anti-aging Products, Moisturizers, Cleansers","Product Reviews, Brand","Uneven Tone, Dark Spots, Wrinkles, Acne",Often,Micro,TikTok,Static Image Post,Afternoon,Yes,388,Very Likely,"Not Suitable for My Skin, No Visible Results, Lack of Trust",11–20,Maybe,No,YouTube,4,Lauren Beauty
34,Female,"20,000–35,000",Unemployed,Downtown,Monthly,67,"Sunscreens, Serums","Social Media Influencers, Packaging, Dermatologist Recommendations",Wrinkles,Often,Celebrity,YouTube,Short Reels,Evening,No,156,Very Likely,"Lack of Trust, No Visible Results, Not Suitable for My Skin",1–5,Yes,Depends on brand & value,TikTok,5,Thomas Beauty
35,Female,"20,000–35,000",Working Professional,Dubai Marina,Rarely,155,"Face Masks, Sunscreens","Packaging, Dermatologist Recommendations","Acne, Wrinkles, Uneven Tone",Sometimes,Macro,YouTube,Short Reels,Late Night,No,499,Very Likely,No Visible Results,11–20,No,Depends on brand & value,Instagram,5,Christine Beauty
29,Female,"20,000–35,000",Student,Downtown,Monthly,70,"Serums, Face Masks, Anti-aging Products, Moisturizers","Friends & Family, Price",Wrinkles,Often,Macro,TikTok,Static Image Post,Late Night,Yes,111,Neutral,No Visible Results,6–10,Maybe,Depends on brand & value,TikTok,5,Melinda Beauty
22,Male,"5,000–10,000",Working Professional,Jumeirah,Monthly,119,"Anti-aging Products, Serums, Cleansers, Moisturizers","Packaging, Price, Social Media Influencers","Wrinkles, Uneven Tone, Oily Skin",Often,Mega,YouTube,Story,Afternoon,No,239,Very Unlikely,"Too Many Promotions, Not Suitable for My Skin, No Visible Results",More than 20,No,Depends on brand & value,Instagram,3,Molly Beauty
30,Female,"10,000–20,000",Working Professional,Dubai Marina,Monthly,59,"Anti-aging Products, Face Masks, Cleansers, Moisturizers","Social Media Influencers, Price, Brand","Dark Spots, Acne, Wrinkles",Rarely,Celebrity,Instagram,Static Image Post,Evening,Yes,181,Likely,"No Visible Results, Price Too High",1–5,Yes,Yes,TikTok,4,Kerri Beauty
24,Male,"10,000–20,000",Working Professional,Bur Dubai,Rarely,103,"Face Masks, Cleansers","Dermatologist Recommendations, Social Media Influencers, Friends & Family",Wrinkles,Often,Mega,YouTube,Short Reels,Afternoon,Yes,474,Neutral,"Not Suitable for My Skin, No Visible Results",1–5,No,Yes,TikTok,3,Matthew Beauty
37,Female,"10,000–20,000",Working Professional,Bur Dubai,Monthly,177,"Sunscreens, Serums","Price, Brand, Friends & Family",Wrinkles,Sometimes,Macro,TikTok,Short Reels,Evening,Yes,220,Very Likely,"Too Many Promotions, Price Too High",More than 20,No,No,YouTube,3,Jennifer Beauty
28,Female,"5,000–10,000",Working Professional,Downtown,Weekly,88,"Moisturizers, Sunscreens, Anti-aging Products, Cleansers","Brand, Friends & Family, Dermatologist Recommendations","Wrinkles, Acne",Sometimes,Mega,Instagram,Story,Afternoon,Yes,246,Likely,No Visible Results,More than 20,Maybe,Yes,YouTube,4,Ricardo Beauty
23,Male,"10,000–20,000",Working Professional,Bur Dubai,Monthly,148,"Sunscreens, Serums, Anti-aging Products","Product Reviews, Brand, Price","Wrinkles, Dryness, Acne, Oily Skin",Rarely,Micro,Instagram,Short Reels,Afternoon,Yes,100,Unlikely,"Not Suitable for My Skin, Price Too High, Lack of Trust",6–10,Maybe,No,Instagram,2,Theresa Beauty
27,Female,"5,000–10,000",Working Professional,Downtown,Monthly,192,"Sunscreens, Anti-aging Products","Social Media Influencers, Product Reviews","Oily Skin, Uneven Tone, Wrinkles, Dark Spots",Often,None,TikTok,Static Image Post,Morning,Yes,121,Neutral,"No Visible Results, Too Many Promotions",11–20,Yes,No,TikTok,3,Robert Beauty
33,Female,"20,000–35,000",Business Owner,Dubai Marina,Monthly,285,"Anti-aging Products, Cleansers, Moisturizers, Sunscreens","Packaging, Product Reviews","Dark Spots, Oily Skin",Always,Micro,Facebook,Short Reels,Evening,No,249,Unlikely,Not Suitable for My Skin,6–10,Yes,Yes,TikTok,5,Nancy Beauty
25,Male,"10,000–20,000",Working Professional,Downtown,Monthly,74,"Cleansers, Face Masks","Friends & Family, Product Reviews",Dryness,Sometimes,None,Instagram,Static Image Post,Late Night,No,231,Very Likely,"Too Many Promotions, No Visible Results, Lack of Trust",1–5,No,Depends on brand & value,Instagram,4,Krista Beauty
23,Female,"10,000–20,000",Working Professional,Bur Dubai,Monthly,95,"Face Masks, Sunscreens","Brand, Price, Dermatologist Recommendations","Uneven Tone, Wrinkles, Dark Spots",Often,Mega,TikTok,Short Reels,Evening,Yes,505,Likely,Too Many Promotions,11–20,No,Depends on brand & value,YouTube,4,Jamie Beauty
31,Male,"5,000–10,000",Working Professional,Dubai Marina,Monthly,64,"Anti-aging Products, Sunscreens, Face Masks","Product Reviews, Packaging",Uneven Tone,Sometimes,Macro,Instagram,Short Reels,Morning,Yes,271,Neutral,Too Many Promotions,6–10,Yes,No,YouTube,1,Robert Beauty
31,Male,"20,000–35,000",Student,Jumeirah,Monthly,490,"Anti-aging Products, Sunscreens, Cleansers, Face Masks","Friends & Family, Dermatologist Recommendations, Packaging","Acne, Wrinkles, Uneven Tone",Rarely,Macro,TikTok,Story,Afternoon,Yes,461,Likely,Not Suitable for My Skin,More than 20,Maybe,No,TikTok,3,Sean Beauty
25,Male,"10,000–20,000",Student,Downtown,Monthly,285,"Sunscreens, Moisturizers, Cleansers, Serums","Dermatologist Recommendations, Brand, Price",Acne,Rarely,Micro,YouTube,Static Image Post,Evening,No,245,Neutral,"Too Many Promotions, Lack of Trust, Price Too High",1–5,No,Depends on brand & value,TikTok,5,Amanda Beauty
26,Male,"20,000–35,000",Working Professional,Downtown,Monthly,119,"Sunscreens, Anti-aging Products, Serums, Moisturizers","Dermatologist Recommendations, Friends & Family","Oily Skin, Uneven Tone",Sometimes,Macro,Instagram,Short Reels,Evening,Yes,142,Unlikely,Not Suitable for My Skin,6–10,Yes,No,Instagram,3,Christina Beauty
31,Female,"10,000–20,000",Unemployed,Jumeirah,Quarterly,216,"Moisturizers, Cleansers, Anti-aging Products","Social Media Influencers, Dermatologist Recommendations","Oily Skin, Dryness",Sometimes,Macro,Instagram,Short Reels,Morning,No,113,Very Likely,"Price Too High, Too Many Promotions",1–5,Yes,Depends on brand & value,YouTube,4,William Beauty
18,Prefer not to say,"35,000 and above",Student,Bur Dubai,Monthly,116,"Face Masks, Moisturizers","Social Media Influencers, Friends & Family","Wrinkles, Uneven Tone, Dryness",Often,Macro,Instagram,Story,Evening,No,282,Neutral,"Lack of Trust, Price Too High",6–10,No,Yes,Instagram,1,Riley Beauty
18,Male,"35,000 and above",Unemployed,Downtown,Monthly,137,"Face Masks, Anti-aging Products","Price, Social Media Influencers","Dark Spots, Wrinkles, Dryness",Always,Micro,Instagram,Full-Length Video,Evening,Yes,223,Very Unlikely,Not Suitable for My Skin,1–5,Maybe,Depends on brand & value,YouTube,4,Timothy Beauty
24,Female,"10,000–20,000",Student,Other,Monthly,58,"Face Masks, Anti-aging Products, Cleansers, Moisturizers","Social Media Influencers, Price","Dryness, Dark Spots",Sometimes,Mega,TikTok,Story,Afternoon,Yes,105,Very Unlikely,Not Suitable for My Skin,11–20,Yes,No,YouTube,1,Angelica Beauty
28,Male,"5,000–10,000",Working Professional,Other,Monthly,176,"Cleansers, Anti-aging Products, Moisturizers","Product Reviews, Social Media Influencers, Friends & Family","Dryness, Acne, Wrinkles",Always,Macro,Instagram,Static Image Post,Evening,Yes,153,Likely,"Not Suitable for My Skin, Lack of Trust, Too Many Promotions",6–10,Yes,No,Instagram,5,Alexander Beauty
32,Prefer not to say,"10,000–20,000",Working Professional,Downtown,Weekly,62,"Serums, Sunscreens","Price, Brand",Dryness,Often,Mega,Instagram,Short Reels,Late Night,Yes,477,Very Likely,"Price Too High, Lack of Trust",11–20,Yes,No,TikTok,5,Michael Beauty
41,Female,"10,000–20,000",Working Professional,Other,Quarterly,207,"Anti-aging Products, Sunscreens, Moisturizers","Product Reviews, Dermatologist Recommendations","Acne, Oily Skin, Wrinkles",Rarely,Mega,TikTok,Full-Length Video,Evening,No,183,Very Likely,Too Many Promotions,11–20,No,Yes,Instagram,5,Justin Beauty
36,Non-binary,"35,000 and above",Working Professional,Downtown,Quarterly,187,"Face Masks, Anti-aging Products, Sunscreens","Dermatologist Recommendations, Product Reviews, Friends & Family","Dark Spots, Dryness",Sometimes,Micro,TikTok,Story,Late Night,No,168,Likely,Lack of Trust,None,No,No,TikTok,3,Brianna Beauty
28,Male,"20,000–35,000",Working Professional,Dubai Marina,Monthly,161,"Anti-aging Products, Sunscreens","Product Reviews, Brand","Oily Skin, Dryness",Rarely,Micro,YouTube,Short Reels,Evening,Yes,173,Neutral,"Too Many Promotions, Lack of Trust",6–10,Maybe,Yes,YouTube,5,James Beauty
29,Prefer not to say,"20,000–35,000",Working Professional,Other,Monthly,53,"Anti-aging Products, Cleansers","Dermatologist Recommendations, Friends & Family, Price","Oily Skin, Dryness, Wrinkles, Uneven Tone",Sometimes,Macro,Instagram,Story,Late Night,No,128,Likely,"Too Many Promotions, Lack of Trust",1–5,Yes,Depends on brand & value,Instagram,4,Jennifer Beauty
21,Male,"5,000–10,000",Working Professional,Other,Weekly,82,"Moisturizers, Anti-aging Products","Social Media Influencers, Brand",Dryness,Sometimes,Macro,YouTube,Story,Morning,No,155,Likely,"No Visible Results, Too Many Promotions",None,Maybe,Depends on brand & value,TikTok,3,Brittney Beauty
29,Prefer not to say,"5,000–10,000",Working Professional,Deira,Rarely,77,"Moisturizers, Sunscreens, Anti-aging Products, Cleansers","Price, Friends & Family, Packaging","Acne, Uneven Tone, Dark Spots, Dryness",Always,Mega,Instagram,Static Image Post,Morning,Yes,465,Likely,"Lack of Trust, Not Suitable for My Skin, No Visible Results",6–10,No,Yes,YouTube,4,Whitney Beauty
27,Male,"10,000–20,000",Working Professional,Downtown,Rarely,90,"Cleansers, Serums","Friends & Family, Social Media Influencers, Product Reviews","Uneven Tone, Acne",Often,Micro,Facebook,Short Reels,Late Night,No,106,Likely,Not Suitable for My Skin,1–5,Maybe,No,YouTube,1,Rebecca Beauty
32,Male,"20,000–35,000",Homemaker,Jumeirah,Monthly,58,"Cleansers, Anti-aging Products, Face Masks, Moisturizers","Product Reviews, Dermatologist Recommendations, Friends & Family","Uneven Tone, Dark Spots, Dryness, Acne",Often,Micro,YouTube,Static Image Post,Late Night,No,275,Very Unlikely,"Lack of Trust, Price Too High",6–10,Yes,Depends on brand & value,Instagram,2,Zachary Beauty
23,Male,"10,000–20,000",Student,Dubai Marina,Weekly,298,"Cleansers, Moisturizers, Anti-aging Products","Brand, Dermatologist Recommendations","Wrinkles, Acne, Dark Spots, Uneven Tone",Always,Celebrity,YouTube,Static Image Post,Evening,Yes,164,Very Likely,No Visible Results,1–5,Maybe,Yes,TikTok,4,David Beauty
34,Female,"5,000–10,000",Homemaker,Jumeirah,Monthly,122,"Anti-aging Products, Face Masks","Product Reviews, Price",Dryness,Never,Micro,Instagram,Story,Afternoon,Yes,307,Neutral,"Not Suitable for My Skin, Too Many Promotions",6–10,Maybe,Depends on brand & value,Instagram,3,David Beauty
42,Male,"20,000–35,000",Working Professional,Bur Dubai,Monthly,82,"Cleansers, Serums, Anti-aging Products, Moisturizers","Social Media Influencers, Price, Brand","Acne, Uneven Tone",Always,Macro,Instagram,Static Image Post,Morning,No,327,Neutral,"Not Suitable for My Skin, Lack of Trust, No Visible Results",1–5,Yes,No,TikTok,4,Isabella Beauty
29,Female,"20,000–35,000",Working Professional,Dubai Marina,Monthly,95,"Cleansers, Sunscreens","Brand, Friends & Family, Packaging","Dark Spots, Oily Skin, Uneven Tone",Always,Macro,Instagram,Story,Morning,Yes,128,Very Likely,"Not Suitable for My Skin, No Visible Results",1–5,No,No,YouTube,3,Jeremy Beauty
33,Female,"5,000–10,000",Student,Downtown,Weekly,103,"Cleansers, Anti-aging Products, Face Masks, Sunscreens","Price, Dermatologist Recommendations","Dryness, Acne",Always,Micro,TikTok,Static Image Post,Late Night,No,228,Neutral,Lack of Trust,11–20,Maybe,Yes,TikTok,5,Robert Beauty
35,Male,"20,000–35,000",Unemployed,Bur Dubai,Monthly,132,"Face Masks, Moisturizers","Product Reviews, Brand, Price","Uneven Tone, Oily Skin, Acne",Rarely,Macro,Instagram,Short Reels,Evening,Yes,176,Very Likely,"Not Suitable for My Skin, Too Many Promotions, No Visible Results",None,No,No,Instagram,5,Douglas Beauty
26,Female,"5,000–10,000",Working Professional,Dubai Marina,Monthly,115,"Anti-aging Products, Sunscreens","Social Media Influencers, Dermatologist Recommendations","Acne, Dark Spots, Uneven Tone, Dryness",Sometimes,Macro,Instagram,Story,Afternoon,No,354,Likely,Not Suitable for My Skin,6–10,No,No,Instagram,5,Kenneth Beauty
31,Male,"35,000 and above",Student,Other,Monthly,276,"Cleansers, Moisturizers","Brand, Product Reviews, Dermatologist Recommendations","Acne, Oily Skin, Wrinkles, Dryness",Rarely,Mega,YouTube,Full-Length Video,Afternoon,Yes,129,Likely,"Too Many Promotions, Lack of Trust, Not Suitable for My Skin",1–5,No,Yes,TikTok,3,Michael Beauty
30,Female,"5,000–10,000",Student,Downtown,Monthly,111,"Sunscreens, Face Masks, Anti-aging Products, Moisturizers","Dermatologist Recommendations, Social Media Influencers, Brand",Uneven Tone,Rarely,Macro,Facebook,Full-Length Video,Late Night,No,235,Neutral,"Lack of Trust, Too Many Promotions, Price Too High",6–10,No,No,TikTok,3,Deborah Beauty
30,Male,"10,000–20,000",Working Professional,Deira,Weekly,486,"Face Masks, Anti-aging Products","Friends & Family, Social Media Influencers","Dryness, Acne, Uneven Tone",Sometimes,Celebrity,Instagram,Full-Length Video,Afternoon,Yes,212,Unlikely,"Not Suitable for My Skin, Too Many Promotions, No Visible Results",6–10,Yes,Yes,YouTube,4,Dale Beauty
23,Non-binary,"35,000 and above",Unemployed,Dubai Marina,Quarterly,221,"Face Masks, Anti-aging Products","Price, Packaging, Friends & Family","Acne, Oily Skin, Wrinkles, Dark Spots",Often,Micro,Instagram,Static Image Post,Afternoon,Yes,141,Likely,Too Many Promotions,6–10,Yes,Depends on brand & value,YouTube,1,Vincent Beauty
30,Female,"5,000–10,000",Working Professional,Other,Monthly,71,"Cleansers, Face Masks","Dermatologist Recommendations, Product Reviews, Packaging","Dryness, Dark Spots",Often,Micro,Instagram,Full-Length Video,Evening,No,117,Likely,"Too Many Promotions, Lack of Trust",6–10,No,No,Instagram,1,Ryan Beauty
33,Female,"10,000–20,000",Working Professional,Bur Dubai,Monthly,290,"Face Masks, Moisturizers","Dermatologist Recommendations, Packaging, Product Reviews",Dryness,Rarely,Micro,Instagram,Story,Afternoon,Yes,226,Neutral,"Price Too High, No Visible Results, Too Many Promotions",1–5,No,Yes,TikTok,4,Jasmine Beauty
41,Female,"5,000–10,000",Student,Bur Dubai,Monthly,61,"Moisturizers, Sunscreens, Anti-aging Products, Face Masks","Product Reviews, Packaging","Dryness, Uneven Tone",Always,Macro,YouTube,Story,Afternoon,Yes,261,Likely,"No Visible Results, Too Many Promotions, Price Too High",1–5,No,Depends on brand & value,YouTube,4,Edward Beauty
